台湾频道,#genre#
香港|HOY TV,http://99.iptv543.com/smt.php?id=hoycaijing_twn
smt台湾,#genre#
台湾|台视 HD,http://99.iptv543.com/smt.php?id=ttv_taiwan
台湾|台视新闻,http://99.iptv543.com/smt.php?id=ttvnews_twn
台湾|台视综合,http://99.iptv543.com/smt.php?id=ttvzhonghe
台湾|中视 HD,http://99.iptv543.com/smt.php?id=zhongshihd_twn
台湾|中视新闻,http://99.iptv543.com/smt.php?id=zhongshinews_twn
台湾|中视经典,http://99.iptv543.com/smt.php?id=zhongshi_twn
台湾|华视 HD,http://99.iptv543.com/smt.php?id=ctshd_twn
台湾|公视 HD,http://99.iptv543.com/smt.php?id=ctv_taiwan
台湾|公视台语台,http://99.iptv543.com/smt.php?id=ctv2_twn
台湾|三立台湾台,http://99.iptv543.com/smt.php?id=sanlitaiwan
台湾|三立都会台,http://99.iptv543.com/smt.php?id=sanlidouhui
台湾|三立综合台,http://99.iptv543.com/smt.php?id=sanlizhonghe
台湾|三立戏剧台,http://99.iptv543.com/smt.php?id=sanlixiju_twn
台湾|东森新闻台,http://99.iptv543.com/smt.php?id=ettvnews
台湾|东森财经新闻台,http://99.iptv543.com/smt.php?id=ettvcaijing_twn
台湾|东森综合台,http://99.iptv543.com/smt.php?id=ettvzhonghe
台湾|东森戏剧台,http://99.iptv543.com/smt.php?id=ettvdrama
台湾|东森电影台,http://99.iptv543.com/smt.php?id=ettvmovie
台湾|东森洋片台,http://99.iptv543.com/smt.php?id=ettvwestern
台湾|东森幼幼台,http://99.iptv543.com/smt.php?id=yoyo_twn
台湾|东森超视,http://99.iptv543.com/smt.php?id=ettvsuper
台湾|TVBS HD,http://99.iptv543.com/smt.php?id=tvbs
台湾|TVBS 新闻台,http://99.iptv543.com/smt.php?id=tvbs_n
台湾|TVBS 欢乐台,http://99.iptv543.com/smt.php?id=tvbshuanle_twn
台湾|民视 HD,http://99.iptv543.com/smt.php?id=ftvhd_taiwan
台湾|民视新闻台,http://99.iptv543.com/smt.php?id=ftvnew_taiwan
台湾|民视台湾台,http://99.iptv543.com/smt.php?id=ftvtaiwan_twn
台湾|中天综合,http://99.iptv543.com/smt.php?id=ctizhonghe
台湾|中天娱乐,http://99.iptv543.com/smt.php?id=ctient
台湾|中天亚洲,http://99.iptv543.com/smt.php?id=ctiasia_twn
台湾|中天新闻,http://99.iptv543.com/smt.php?id=ctinews
台湾|寰宇新闻台,http://99.iptv543.com/smt.php?id=huanyuxinwen_twn
台湾|寰宇财经台,http://99.iptv543.com/smt.php?id=huanyutaiwan_twn
台湾|八大第一台,http://99.iptv543.com/smt.php?id=badafirst
台湾|八大综合台,http://99.iptv543.com/smt.php?id=badazhonghe
台湾|八大戏剧台,http://99.iptv543.com/smt.php?id=badadrama
台湾|八大娱乐台,http://99.iptv543.com/smt.php?id=badaentertain
台湾|纬来体育,http://99.iptv543.com/smt.php?id=videolandsport
台湾|纬来精彩,http://99.iptv543.com/smt.php?id=videolandspecial_twn
台湾|纬来日本,http://99.iptv543.com/smt.php?id=videolandjapan
台湾|纬来电影,http://99.iptv543.com/smt.php?id=videolandmovie
台湾|纬来综合,http://99.iptv543.com/smt.php?id=videolandzonghe
台湾|纬来育乐,http://99.iptv543.com/smt.php?id=videolandyule
台湾|爱尔达综合台,http://99.iptv543.com/smt.php?id=eltazonghe_twn
台湾|爱尔达影剧台,http://99.iptv543.com/smt.php?id=eltayingju_twn
台湾|爱尔达体育1台,http://99.iptv543.com/smt.php?id=eltasport_twn
台湾|爱尔达体育2台,http://99.iptv543.com/smt.php?id=eltasport2_twn
台湾|爱尔达体育3台,http://99.iptv543.com/smt.php?id=eltasport3_twn
台湾|非凡新闻,http://99.iptv543.com/smt.php?id=feifannews_twn
台湾|年代新闻,http://99.iptv543.com/smt.php?id=niandainews_twn
台湾|龙华戏剧,http://99.iptv543.com/smt.php?id=lunghuaxiju_twn
台湾|龙华偶像,http://99.iptv543.com/smt.php?id=lunghuaidol_twn
台湾|龙华电影,http://99.iptv543.com/smt.php?id=xingwei_movie
台湾|龙华洋片,http://99.iptv543.com/smt.php?id=lunghuawestern_twn
台湾|龙华经典,http://99.iptv543.com/smt.php?id=lunghuajingdian_twn
台湾|靖天国际,http://99.iptv543.com/smt.php?id=jingtianintl_twn
台湾|靖天卡通,http://99.iptv543.com/smt.php?id=jingtiancartoon_twn
台湾|大愛電視,http://99.iptv543.com/smt.php?id=daai_twn
台湾|大愛二台,http://99.iptv543.com/smt.php?id=daai2_twn
台湾|EYE 旅游台,http://99.iptv543.com/smt.php?id=eyetvtravel_twn
台湾|EYE 戏剧台,http://99.iptv543.com/smt.php?id=eyetvxiju_twn
台湾|亚洲美食,http://99.iptv543.com/smt.php?id=afc_twn
台湾|美食星球,http://99.iptv543.com/smt.php?id=foodplanet_twn
台湾|TLC旅遊生活,http://99.iptv543.com/smt.php?id=tlc_twn
台湾|亚洲旅游台,http://99.iptv543.com/smt.php?id=asiatravel_twn
台湾|Arirang,http://99.iptv543.com/smt.php?id=arirang_twn
台湾|AXN Taiwan,http://99.iptv543.com/smt.php?id=axn_twn
台湾|MTV Live,http://99.iptv543.com/smt.php?id=mtvhd_twn
台湾|HBO_HD,http://99.iptv543.com/smt.php?id=hbohd_twn
台湾|HBO_HITS,http://99.iptv543.com/smt.php?id=hbohit_twn
台湾|CINEMAX,http://99.iptv543.com/smt.php?id=cinemax_twn
台湾|好萊塢電影台,http://99.iptv543.com/smt.php?id=hollywoodmovies_twn
台湾|卫视电影台,http://99.iptv543.com/smt.php?id=weishimovie_twn
台湾|龙祥时代,http://99.iptv543.com/smt.php?id=lungxiangtime_twn
台湾|美亚电影,http://99.iptv543.com/smt.php?id=meiyamovie_twn
台湾|華藝綜合,http://99.iptv543.com/smt.php?id=weishichinese_twn
台湾|博斯运动一台,http://99.iptv543.com/smt.php?id=bosisport1_twn
台湾|博斯运动二台,http://99.iptv543.com/smt.php?id=bosisport2_twn
台湾|博斯高球一台,http://99.iptv543.com/smt.php?id=bosigolf1_twn
台湾|博斯高球二台,http://99.iptv543.com/smt.php?id=bosigolf2_twn
台湾|博斯网球台,http://99.iptv543.com/smt.php?id=bositennis_twn
台湾|博斯无限台,http://99.iptv543.com/smt.php?id=bosiunlimited_twn
台湾|好消息 2,http://99.iptv543.com/smt.php?id=good2_twn
smt新加坡,#genre#
新加坡|Channel 5,http://99.iptv543.com/smt.php?id=Channel5HD
新加坡|Channel 8,http://99.iptv543.com/smt.php?id=Channel8HD
新加坡|Suria,http://99.iptv543.com/smt.php?id=Suria
新加坡|Channel U,http://99.iptv543.com/smt.php?id=ChannelU
新加坡|Vasantham,http://99.iptv543.com/smt.php?id=Vasantham
新加坡|CNA,http://99.iptv543.com/smt.php?id=cna
新加坡|CNA backup,http://99.iptv543.com/smt.php?id=cna_twn
新加坡|MeWatch Ch 5,http://99.iptv543.com/smt.php?id=Mewatch_ch5
新加坡|MeWatch Ch 8,http://99.iptv543.com/smt.php?id=Mewatch_ch8
新加坡|MeWatch Ch U,http://99.iptv543.com/smt.php?id=Mewatch_chU
新加坡|MeWatch Suria,http://99.iptv543.com/smt.php?id=Mewatch_Suria
新加坡|MeWatch Vasantham,http://99.iptv543.com/smt.php?id=Mewatch_Vasantham
新加坡|MeWatch CNA,http://99.iptv543.com/smt.php?id=Mewatch_cna
smt马来西亚,#genre#
马来西亚|TV1,http://99.iptv543.com/smt.php?id=TV1
马来西亚|TV1 backup,http://99.iptv543.com/smt.php?id=TV1_backup
马来西亚|TV2,http://99.iptv543.com/smt.php?id=TV2
马来西亚|TV3,http://99.iptv543.com/smt.php?id=TV3
马来西亚|TV3 SD,http://99.iptv543.com/smt.php?id=TV3_mega
马来西亚|NTV7,http://99.iptv543.com/smt.php?id=NTV7
马来西亚|TV8,http://99.iptv543.com/smt.php?id=TV8
马来西亚|TV9,http://99.iptv543.com/smt.php?id=TV9
马来西亚|Ria,http://99.iptv543.com/smt.php?id=Ria
马来西亚|Ria-3,http://99.iptv543.com/smt.php?id=Ria_backup
马来西亚|Al-Hijrah,http://99.iptv543.com/smt.php?id=Alhijrah
马来西亚|Al-Hijrah backup,http://99.iptv543.com/smt.php?id=Alhijrah_backup
马来西亚|Awani,http://99.iptv543.com/smt.php?id=Awani
马来西亚|Bernama,http://99.iptv543.com/smt.php?id=Bernama
马来西亚|Prima,http://99.iptv543.com/smt.php?id=Prima
马来西亚|Prima backup,http://99.iptv543.com/smt.php?id=AAprima1
马来西亚|Prima backup 2,http://99.iptv543.com/smt.php?id=AAprima
马来西亚|Ceria,http://99.iptv543.com/smt.php?id=Ceria
马来西亚|Astro MTV,http://99.iptv543.com/smt.php?id=AstroMTV
马来西亚|Mecca Live HD,http://99.iptv543.com/smt.php?id=quran_mido
马来西亚|Madinah HD,http://99.iptv543.com/smt.php?id=sunnah_mido
马来西亚|Oasis,http://99.iptv543.com/smt.php?id=Oasis
马来西亚|HBO HD,http://99.iptv543.com/smt.php?id=Hbo
马来西亚|HBO Signature,http://99.iptv543.com/smt.php?id=Hbosignature
马来西亚|HBO Hits,http://99.iptv543.com/smt.php?id=Hbohitshd
马来西亚|NatGeo Wild HD,http://99.iptv543.com/smt.php?id=Natgeowild
马来西亚|Cartoon Network,http://99.iptv543.com/smt.php?id=Cn
马来西亚|Nickelodeon,http://99.iptv543.com/smt.php?id=Nickelodeon
马来西亚|Nick Jr,http://99.iptv543.com/smt.php?id=Nickjr
马来西亚|Dreamworks,http://99.iptv543.com/smt.php?id=Dreamworks
马来西亚|Siar,http://99.iptv543.com/smt.php?id=Siar
马来西亚|Citra,http://99.iptv543.com/smt.php?id=AAcitra
马来西亚|Citra backup,http://99.iptv543.com/smt.php?id=AAcitra1
马来西亚|Sensasi,http://99.iptv543.com/smt.php?id=Sensasi
马来西亚|Aura,http://99.iptv543.com/smt.php?id=Aura
马来西亚|Rania,http://99.iptv543.com/smt.php?id=Rania
马来西亚|KBS World,http://99.iptv543.com/smt.php?id=KBS
马来西亚|Boo,http://99.iptv543.com/smt.php?id=Boo
马来西亚|Awesome TV,http://99.iptv543.com/smt.php?id=Dsangat
马来西亚|Astro Sonypix,http://99.iptv543.com/smt.php?id=Asonypix
马来西亚|Sony HD,http://99.iptv543.com/smt.php?id=SetOne
马来西亚|TvN,http://99.iptv543.com/smt.php?id=TVN
马来西亚|AEC,http://99.iptv543.com/smt.php?id=AEC
马来西亚|华丽台 HD （Wah Lai Toi）,http://99.iptv543.com/smt.php?id=Wlt
马来西亚|欢喜台 HD （Hua Hee Tai）,http://99.iptv543.com/smt.php?id=Huahee
马来西亚|Astro QJ,http://99.iptv543.com/smt.php?id=Quanjia
马来西亚|TVB Jade,http://99.iptv543.com/smt.php?id=Tvbjade
马来西亚|TVB Asia,http://99.iptv543.com/smt.php?id=Tvbasia
马来西亚|TVB Entertainment,http://99.iptv543.com/smt.php?id=Tvbentertainment
马来西亚|TVB Classic,http://99.iptv543.com/smt.php?id=Tvbclassic
马来西亚|AOD,http://99.iptv543.com/smt.php?id=Aodhd
马来西亚|One,http://99.iptv543.com/smt.php?id=One
马来西亚|TVB 星河台 Xing He,http://99.iptv543.com/smt.php?id=Xinhe
马来西亚|爱奇艺 iQiyi,http://99.iptv543.com/smt.php?id=Qiyi
马来西亚|Animal Planet (Eng),http://99.iptv543.com/smt.php?id=AnimalPlanet
马来西亚|tvN Movie,http://99.iptv543.com/smt.php?id=Tvnmovie
马来西亚|CNN backup,http://99.iptv543.com/smt.php?id=cnn_twn
马来西亚|Celestial Classic,http://99.iptv543.com/smt.php?id=Celestial2
马来西亚|CNBC,http://99.iptv543.com/smt.php?id=cnbc_twn
马来西亚|TLC,http://99.iptv543.com/smt.php?id=Tlc
马来西亚|CNA,http://99.iptv543.com/smt.php?id=cna
马来西亚|BBC World News,http://99.iptv543.com/smt.php?id=bbcnews_twn
马来西亚|Foodnetwork Hd,http://99.iptv543.com/smt.php?id=Foodnetwork
马来西亚|HGTV,http://99.iptv543.com/smt.php?id=HGTV
马来西亚|Goshop,http://99.iptv543.com/smt.php?id=Goshop
马来西亚|Celestial Movies HD,http://99.iptv543.com/smt.php?id=Celestial
马来西亚|Axn HD,http://99.iptv543.com/smt.php?id=Axn
马来西亚|Paramount Network,http://99.iptv543.com/smt.php?id=Paramountnetwork
马来西亚|Astrol Kplus,http://99.iptv543.com/smt.php?id=Kplus
马来西亚|AFC 亚洲旅游台,http://99.iptv543.com/smt.php?id=asiatravel_twn
马来西亚|Rock Actions,http://99.iptv543.com/smt.php?id=Rockaction
马来西亚|Bloomberg News,http://99.iptv543.com/smt.php?id=bloomberg_twn
马来西亚|Al-Jazeera,http://99.iptv543.com/smt.php?id=aljazeera_twn
马来西亚|Rock Entertainment,http://99.iptv543.com/smt.php?id=Rockentertain
马来西亚|RTM Sports HD,http://99.iptv543.com/smt.php?id=Rtmsport
马来西亚|Arena,http://99.iptv543.com/smt.php?id=Arena
马来西亚|Arena 2,http://99.iptv543.com/smt.php?id=Arena2
马来西亚|BolaArena 1,http://99.iptv543.com/smt.php?id=Bolaarena1
马来西亚|BolaArena 2,http://99.iptv543.com/smt.php?id=Bolaarena2
马来西亚|Astro LOL,http://99.iptv543.com/smt.php?id=Astro_lol
马来西亚|Astro Rusi,http://99.iptv543.com/smt.php?id=Rusi
马来西亚|WION,http://99.iptv543.com/smt.php?id=Wion
马来西亚|RTM Asean,http://99.iptv543.com/smt.php?id=Rtmasean
smt印度尼西亚,#genre#
印度尼西亚|TVRI National,http://99.iptv543.com/smt.php?id=TVRI
印度尼西亚|RCTI,http://99.iptv543.com/smt.php?id=Rcti
印度尼西亚|Kompass TV,http://99.iptv543.com/smt.php?id=Kompass
印度尼西亚|Berita Satu,http://99.iptv543.com/smt.php?id=BeritaSatu_eko
印度尼西亚|Indosiar HD,http://99.iptv543.com/smt.php?id=Indosiar
印度尼西亚|AnTV,http://99.iptv543.com/smt.php?id=Antv
印度尼西亚|MNC TV,http://99.iptv543.com/smt.php?id=Mnctv
印度尼西亚|Trans 7,http://99.iptv543.com/smt.php?id=Trans7_eko
印度尼西亚|Transtv,http://99.iptv543.com/smt.php?id=Transtv
印度尼西亚|JTV,http://99.iptv543.com/smt.php?id=JTV_eko
印度尼西亚|Metro TV,http://99.iptv543.com/smt.php?id=metrotv_eko
印度尼西亚|Cinemax,http://99.iptv543.com/smt.php?id=Cinemax
印度尼西亚|SCTV,http://99.iptv543.com/smt.php?id=SCTV
印度尼西亚|Tvone,http://99.iptv543.com/smt.php?id=Tvone
印度尼西亚|TVMU,http://99.iptv543.com/smt.php?id=TVMU_eko
印度尼西亚|GTV,http://99.iptv543.com/smt.php?id=Gtv
印度尼西亚|RTV,http://99.iptv543.com/smt.php?id=Rtv
印度尼西亚|Jak TV,http://99.iptv543.com/smt.php?id=JakTV
印度尼西亚|iNews TV,http://99.iptv543.com/smt.php?id=Inewstv
印度尼西亚|Daai TV,http://99.iptv543.com/smt.php?id=DaaiTV
印度尼西亚|Net TV,http://99.iptv543.com/smt.php?id=NetTV
印度尼西亚|Animax,http://99.iptv543.com/smt.php?id=Animax
印度尼西亚|EWTN,http://99.iptv543.com/smt.php?id=Ewtn
印度尼西亚|AlQuran AlKareem,http://99.iptv543.com/smt.php?id=AlQuran
印度尼西亚|Tawaf TV,http://99.iptv543.com/smt.php?id=TawafTV
印度尼西亚|Vision Prime,http://99.iptv543.com/smt.php?id=VisionPrime
印度尼西亚|Muslim TV,http://99.iptv543.com/smt.php?id=MuslimTV
印度尼西亚|Music TV,http://99.iptv543.com/smt.php?id=MusicTV
印度尼西亚|Lifestyle&amp;Fashion,http://99.iptv543.com/smt.php?id=Lifestyle
印度尼西亚|Entertain,http://99.iptv543.com/smt.php?id=Entertain
印度尼西亚|Hits,http://99.iptv543.com/smt.php?id=Hits
印度尼西亚|Warner TV,http://99.iptv543.com/smt.php?id=WarnerTV
印度尼西亚|SCM,http://99.iptv543.com/smt.php?id=Weishimovie
印度尼西亚|Thrill,http://99.iptv543.com/smt.php?id=Thrill
印度尼西亚|Fight Sports,http://99.iptv543.com/smt.php?id=Fs
印度尼西亚|Hits Movie,http://99.iptv543.com/smt.php?id=Hitsmovie
印度尼西亚|One,http://99.iptv543.com/smt.php?id=One
印度尼西亚|tvN Movie,http://99.iptv543.com/smt.php?id=Tvnmovie
印度尼西亚|Celestial Movies HD,http://99.iptv543.com/smt.php?id=Celestialindo
印度尼西亚|Rock Actions,http://99.iptv543.com/smt.php?id=Rockaction
印度尼西亚|Rock Entertainment,http://99.iptv543.com/smt.php?id=Rockentertain
smt印度,#genre#
印度|Sun TV HD,http://99.iptv543.com/smt.php?id=Suntv
印度|Star Vijay,http://99.iptv543.com/smt.php?id=Starvijay
印度|Colors Tamil,http://99.iptv543.com/smt.php?id=Colorstam
印度|Sun Music,http://99.iptv543.com/smt.php?id=Sunmusic
印度|Astro Sunlife,http://99.iptv543.com/smt.php?id=Sunlife
印度|Astro Vaanavil,http://99.iptv543.com/smt.php?id=Vaanavil
印度|Zee Tamil,http://99.iptv543.com/smt.php?id=Zeetamil
印度|Zee Business,http://99.iptv543.com/smt.php?id=Zeebusiness
印度|News 18 Tamil,http://99.iptv543.com/smt.php?id=news18tamil_raj
印度|Adithya,http://99.iptv543.com/smt.php?id=Adithya
印度|Makkal TV,http://99.iptv543.com/smt.php?id=Makkaltv
印度|Zee Action,http://99.iptv543.com/smt.php?id=Zeeaction
印度|Astro KTV,http://99.iptv543.com/smt.php?id=Astroktv
印度|Zee TV HD,http://99.iptv543.com/smt.php?id=Zeetvhd
印度|Zee Cinema HD,http://99.iptv543.com/smt.php?id=Zeecinemahd
印度|Color HD,http://99.iptv543.com/smt.php?id=Colorhd
印度|Starplus HD,http://99.iptv543.com/smt.php?id=Starplushd
印度|Picture HD,http://99.iptv543.com/smt.php?id=Npicture
印度|Zee News,http://99.iptv543.com/smt.php?id=Zeenews
印度|Asianet,http://99.iptv543.com/smt.php?id=asianet_raj
印度|Asianet News,http://99.iptv543.com/smt.php?id=asianetnews_raj
印度|Discovery World Tamil,http://99.iptv543.com/smt.php?id=discoveryworldtam_raj
印度|History Tamil,http://99.iptv543.com/smt.php?id=historytam_raj
印度|NatGeo Tamil,http://99.iptv543.com/smt.php?id=natgeotamil_raj
印度|Natgeo Wild Tamil,http://99.iptv543.com/smt.php?id=natgeowildtamil_raj
印度|Astro Sonypix,http://99.iptv543.com/smt.php?id=Asonypix
印度|Discovery Kids Tamil,http://99.iptv543.com/smt.php?id=discoverykidtamil_raj
印度|Discovery Tamil,http://99.iptv543.com/smt.php?id=discoverytamil_raj
印度|Sony Yay Tamil,http://99.iptv543.com/smt.php?id=sonyyaytam_raj
印度|Sun TV India,http://99.iptv543.com/smt.php?id=suntv_raj
印度|Starmaa HD,http://99.iptv543.com/smt.php?id=starmaa_raj
印度|Starmaa Movies HD,http://99.iptv543.com/smt.php?id=starmaamovies_raj
印度|Bollyone,http://99.iptv543.com/smt.php?id=Bollyone
印度|Astro Sunmusic,http://99.iptv543.com/smt.php?id=Sunmusic
印度|Vijay Super,http://99.iptv543.com/smt.php?id=vijaysuper_raj
印度|Vellithirai,http://99.iptv543.com/smt.php?id=Vellithirai
smt泰国,#genre#
泰国|Channel 3 Thailand,http://99.iptv543.com/smt.php?id=ch3_pat
泰国|Channel 5 Thailand,http://99.iptv543.com/smt.php?id=ch5_pat
泰国|Channel 7 Thailand,http://99.iptv543.com/smt.php?id=ch7_pat
泰国|MCOT HD Thailand-1,http://99.iptv543.com/smt.php?id=mcot_pat
泰国|PPTV Thailand1,http://99.iptv543.com/smt.php?id=pptv_pat
泰国|Thai Thai,http://99.iptv543.com/smt.php?id=thaithai_pat
泰国|Amarin,http://99.iptv543.com/smt.php?id=amarin_pat
泰国|Ch 8,http://99.iptv543.com/smt.php?id=ch8_pat
泰国|GmmOne,http://99.iptv543.com/smt.php?id=gmmone_pat
泰国|Mono,http://99.iptv543.com/smt.php?id=mono_pat
泰国|Thairath,http://99.iptv543.com/smt.php?id=thairath_pat
泰国|tpbs,http://99.iptv543.com/smt.php?id=tpbs_pat
泰国|Workpoint,http://99.iptv543.com/smt.php?id=workpoint_pat
泰国|Gmm Channel,http://99.iptv543.com/smt.php?id=gmmchannel_pat
泰国|Nation,http://99.iptv543.com/smt.php?id=nation_pat
泰国|Tnn24,http://99.iptv543.com/smt.php?id=tnn24_pat
泰国|Nbt,http://99.iptv543.com/smt.php?id=nbt_pat
泰国|New,http://99.iptv543.com/smt.php?id=new_pat
泰国|TPTV,http://99.iptv543.com/smt.php?id=tptv_pat
smt英国,#genre#
英国|BBC 1,http://99.iptv543.com/smt.php?id=bbc1_antik
英国|BBC 2,http://99.iptv543.com/smt.php?id=bbc2_antik
英国|CBBC,http://99.iptv543.com/smt.php?id=cbbc_antik
英国|More4,http://99.iptv543.com/smt.php?id=more4_antik
英国|Freesports,http://99.iptv543.com/smt.php?id=freesports_antik
英国|Skynews,http://99.iptv543.com/smt.php?id=skynews_twn
英国|Pick TV,http://99.iptv543.com/smt.php?id=picktv_antik
英国|itv 1,http://99.iptv543.com/smt.php?id=itv1_antik
英国|itv 2,http://99.iptv543.com/smt.php?id=itv2_antik
英国|Euronews,http://99.iptv543.com/smt.php?id=euronews_antik
英国|Channel 4,http://99.iptv543.com/smt.php?id=channel4_antik
英国|NatGeo HD,http://99.iptv543.com/smt.php?id=Natgeo
英国|CBeebies,http://99.iptv543.com/smt.php?id=Cbeebies
英国|History,http://99.iptv543.com/smt.php?id=History
英国|Kids TV,http://99.iptv543.com/smt.php?id=KidsTV
英国|France 24,http://99.iptv543.com/smt.php?id=france24_twn
英国|DW (Deutsch),http://99.iptv543.com/smt.php?id=dw_twn
英国|BBC Earth HD,http://99.iptv543.com/smt.php?id=bbcearth_twn
英国|BBC Earth Lifestyle,http://99.iptv543.com/smt.php?id=bbclifestyle_twn
英国|MTV Live,http://99.iptv543.com/smt.php?id=mtvhd_twn
英国|Star Movies HD,http://99.iptv543.com/smt.php?id=starmovies_raj
英国|NHK World,http://99.iptv543.com/smt.php?id=nhkworld_japan
英国|Warner TV,http://99.iptv543.com/smt.php?id=WarnerTV
英国|HBO HD,http://99.iptv543.com/smt.php?id=Hbo
英国|NatGeo Wild HD,http://99.iptv543.com/smt.php?id=Natgeowild
英国|Nickelodeon,http://99.iptv543.com/smt.php?id=Nickelodeon
英国|Nick Jr,http://99.iptv543.com/smt.php?id=Nickjr
英国|Thrill,http://99.iptv543.com/smt.php?id=Thrill
英国|CGTN,http://99.iptv543.com/smt.php?id=CGTN
英国|Hits Movie,http://99.iptv543.com/smt.php?id=Hitsmovie
英国|Animal Planet (Eng),http://99.iptv543.com/smt.php?id=AnimalPlanet
英国|CNBC,http://99.iptv543.com/smt.php?id=cnbc_twn
英国|TLC,http://99.iptv543.com/smt.php?id=Tlc
英国|BBC World News,http://99.iptv543.com/smt.php?id=bbcworldnews_antik
英国|HGTV,http://99.iptv543.com/smt.php?id=HGTV
英国|Axn HD,http://99.iptv543.com/smt.php?id=Axn
英国|Skysports F1,http://99.iptv543.com/smt.php?id=tiankongf1
英国|Skysports Cricket,http://99.iptv543.com/smt.php?id=tiankongcricket
英国|Bloomberg News,http://99.iptv543.com/smt.php?id=bloomberg_twn
英国|Skysports EPL,http://99.iptv543.com/smt.php?id=tiankongepl
英国|Skysports Main Event,http://99.iptv543.com/smt.php?id=tiankongmain
英国|Skysports News,http://99.iptv543.com/smt.php?id=tiankongnews
英国|Al-Jazeera,http://99.iptv543.com/smt.php?id=aljazeera_twn
smt越南,#genre#
越南|ANTV,http://99.iptv543.com/smt.php?id=viet_antv
越南|VTV 1,http://99.iptv543.com/smt.php?id=viet_vtv1
越南|VTV 7,http://99.iptv543.com/smt.php?id=viet_vtv7
越南|HTV 7,http://99.iptv543.com/smt.php?id=viet_htv7
越南|HTV 9,http://99.iptv543.com/smt.php?id=viet_htv9
越南|BPTV 2,http://99.iptv543.com/smt.php?id=viet_bptv2
越南|BRT HD,http://99.iptv543.com/smt.php?id=viet_brt
越南|Ca Mau TV,http://99.iptv543.com/smt.php?id=viet_camautv
越南|Danang TV1 HD,http://99.iptv543.com/smt.php?id=viet_danangtv1
越南|Danang TV2 HD,http://99.iptv543.com/smt.php?id=viet_danangtv2
越南|HBTV HD,http://99.iptv543.com/smt.php?id=viet_hbtv
越南|PTTH 1,http://99.iptv543.com/smt.php?id=viet_ptth1
smt韩国,#genre#
韩国|Arirang HD,http://99.iptv543.com/smt.php?id=arirang_korea
韩国|Yonhap News,http://99.iptv543.com/smt.php?id=yonhapnews_korea
韩国|CBS,http://99.iptv543.com/smt.php?id=cbs_korea
韩国|EBS 1,http://99.iptv543.com/smt.php?id=ebs1_korea
韩国|EBS2,http://99.iptv543.com/smt.php?id=ebs2_korea
韩国|EBS Plus2,http://99.iptv543.com/smt.php?id=ebsplus2_korea
韩国|SBS Plus,http://99.iptv543.com/smt.php?id=sbsplus_korea
韩国|YTN,http://99.iptv543.com/smt.php?id=ytn_korea
韩国|KBS World 24,http://99.iptv543.com/smt.php?id=kbsworld24_korea
韩国|YTN Science,http://99.iptv543.com/smt.php?id=ytnscience_korea
韩国|YTN Korean,http://99.iptv543.com/smt.php?id=ytnkorean_korea
韩国|YTN DMB,http://99.iptv543.com/smt.php?id=ytndmb_korea
韩国|Apps TV,http://99.iptv543.com/smt.php?id=appongoogle_korea
韩国|All the Kpop,http://99.iptv543.com/smt.php?id=allthekpop_korea
韩国|J the Kpop,http://99.iptv543.com/smt.php?id=jthekpop_korea
韩国|EBS Kids,http://99.iptv543.com/smt.php?id=ebskids_korea
韩国|CGNTV,http://99.iptv543.com/smt.php?id=cgntv_korea
smt日本,#genre#
日本|NHK-総合-2,http://99.iptv543.com/smt.php?id=nhkg_japan
日本|NHK-E,http://99.iptv543.com/smt.php?id=nhke_japan
日本|テレビ朝日 Asahi TV,http://99.iptv543.com/smt.php?id=asahitv_japan
日本|JET 綜合,http://99.iptv543.com/smt.php?id=jettv_japan
日本|テレビ東京 Tokyo TV,http://99.iptv543.com/smt.php?id=tokyotv_japan
日本|TOKYOMX,http://99.iptv543.com/smt.php?id=tokyomx_japan
日本|NHKBS1,http://99.iptv543.com/smt.php?id=nhkbs1_japan
日本|NHKBSプレミア Premium,http://99.iptv543.com/smt.php?id=nhkpremium_japan
日本|BSジャパン 181,http://99.iptv543.com/smt.php?id=bs181_japan
日本|BSフジ BS Fuji,http://99.iptv543.com/smt.php?id=bsfuji_japan
日本|CNA Japan,http://99.iptv543.com/smt.php?id=cna_japan
日本|BS-TBS,http://99.iptv543.com/smt.php?id=bstbs_japan
日本|NHK Oaska,http://99.iptv543.com/smt.php?id=nhkosaka_japan
日本|NHK World,http://99.iptv543.com/smt.php?id=nhkworld_japan
smt电影频道,#genre#
电影频道|CCTV6,http://99.iptv543.com/smt.php?id=cctv6
电影频道|AXN Taiwan,http://99.iptv543.com/smt.php?id=axn_twn
电影频道|HBO_HD,http://99.iptv543.com/smt.php?id=hbohd_twn
电影频道|HBO_HITS,http://99.iptv543.com/smt.php?id=hbohit_twn
电影频道|CINEMAX,http://99.iptv543.com/smt.php?id=cinemax_twn
电影频道|好萊塢電影台,http://99.iptv543.com/smt.php?id=hollywoodmovies_twn
电影频道|东森电影,http://99.iptv543.com/smt.php?id=ettvmovie
电影频道|东森洋片,http://99.iptv543.com/smt.php?id=ettvwestern
电影频道|龙华电影,http://99.iptv543.com/smt.php?id=xingwei_movie
电影频道|龙华洋片,http://99.iptv543.com/smt.php?id=lunghuawestern_twn
电影频道|龙祥时代,http://99.iptv543.com/smt.php?id=lungxiangtime_twn
电影频道|美亚电影,http://99.iptv543.com/smt.php?id=meiyamovie_twn
