台灣頻道,#genre#
鳳凰資訊,http://tv543.cc/Smart.php?id=phoenixinfo_hd
鳳凰香港,http://tv543.cc/Smart.php?id=hkphoenix_twn
翡翠台,http://tv543.cc/Smart.php?id=jade_twn
翡翠台,http://tv543.cc/Smart.php?id=Jade_xue
明珠台,http://tv543.cc/Smart.php?id=pearl_twn
無線新聞,http://tv543.cc/Smart.php?id=inews_twn
TVBPLUS,http://tv543.cc/Smart.php?id=j2_twn
ViuTV,http://tv543.cc/Smart.php?id=viu1_twn
ViuTV 6,http://tv543.cc/Smart.php?id=viusix_twn
RTHK 31,http://tv543.cc/Smart.php?id=rhk31_twn
RTHK 32,http://tv543.cc/Smart.php?id=rhk32_twn
HOY TV,http://tv543.cc/Smart.php?id=hoycaijing_twn
台灣,#genre#
台視 HD,http://tv543.cc/Smart.php?id=ttv_taiwan
台視新聞,http://tv543.cc/Smart.php?id=ttvnews_twn
台視綜合,http://tv543.cc/Smart.php?id=ttvzhonghe
中視 HD,http://tv543.cc/Smart.php?id=zhongshihd_twn
中視新聞,http://tv543.cc/Smart.php?id=zhongshinews_twn
中視經典,http://tv543.cc/Smart.php?id=zhongshi_twn
華視 HD,http://tv543.cc/Smart.php?id=ctshd_twn
公視 HD,http://tv543.cc/Smart.php?id=ctv_taiwan
公視台語台,http://tv543.cc/Smart.php?id=ctv2_twn
三立台灣台,http://tv543.cc/Smart.php?id=sanlitaiwan
三立都會台,http://tv543.cc/Smart.php?id=sanlidouhui
三立綜合台,http://tv543.cc/Smart.php?id=sanlizhonghe
三立戲劇台,http://tv543.cc/Smart.php?id=sanlixiju_twn
東森新聞台,http://tv543.cc/Smart.php?id=ettvnews
東森財經新聞台,http://tv543.cc/Smart.php?id=ettvcaijing_twn
東森綜合台,http://tv543.cc/Smart.php?id=ettvzhonghe
東森戲劇台,http://tv543.cc/Smart.php?id=ettvdrama
東森電影台,http://tv543.cc/Smart.php?id=ettvmovie
東森洋片台,http://tv543.cc/Smart.php?id=ettvwestern
東森幼幼台,http://tv543.cc/Smart.php?id=yoyo_twn
東森超視,http://tv543.cc/Smart.php?id=ettvsuper
TVBS HD,http://tv543.cc/Smart.php?id=tvbs
TVBS 新聞台,http://tv543.cc/Smart.php?id=tvbs_n
TVBS 歡樂台,http://tv543.cc/Smart.php?id=tvbshuanle_twn
民視 HD,http://tv543.cc/Smart.php?id=ftvhd_taiwan
民視新聞台,http://tv543.cc/Smart.php?id=ftvnew_taiwan
民視台灣台,http://tv543.cc/Smart.php?id=ftvtaiwan_twn
中天綜合,http://tv543.cc/Smart.php?id=ctizhonghe
中天娛樂,http://tv543.cc/Smart.php?id=ctient
中天亞洲,http://tv543.cc/Smart.php?id=ctiasia_twn
中天新聞,http://tv543.cc/Smart.php?id=ctinews
寰宇新聞台,http://tv543.cc/Smart.php?id=huanyuxinwen_twn
寰宇財經台,http://tv543.cc/Smart.php?id=huanyutaiwan_twn
八大第一台,http://tv543.cc/Smart.php?id=badafirst
八大綜合台,http://tv543.cc/Smart.php?id=badazhonghe
八大戲劇台,http://tv543.cc/Smart.php?id=badadrama
八大娛樂台,http://tv543.cc/Smart.php?id=badaentertain
緯來體育,http://tv543.cc/Smart.php?id=videolandsport
緯來精彩,http://tv543.cc/Smart.php?id=videolandspecial_twn
緯來日本,http://tv543.cc/Smart.php?id=videolandjapan
緯來電影,http://tv543.cc/Smart.php?id=videolandmovie
緯來綜合,http://tv543.cc/Smart.php?id=videolandzonghe
緯來育樂,http://tv543.cc/Smart.php?id=videolandyule
愛爾達綜合台,http://tv543.cc/Smart.php?id=eltazonghe_twn
愛爾達影劇台,http://tv543.cc/Smart.php?id=eltayingju_twn
年代新聞,http://tv543.cc/Smart.php?id=niandainews_twn
龍華戲劇,http://tv543.cc/Smart.php?id=lunghuaxiju_twn
龍華偶像,http://tv543.cc/Smart.php?id=lunghuaidol_twn
龍華電影,http://tv543.cc/Smart.php?id=xingwei_movie
龍華洋片,http://tv543.cc/Smart.php?id=lunghuawestern_twn
龍華經典,http://tv543.cc/Smart.php?id=lunghuajingdian_twn
靖天國際,http://tv543.cc/Smart.php?id=jingtianintl_twn
靖天卡通,http://tv543.cc/Smart.php?id=jingtiancartoon_twn
大愛電視,http://tv543.cc/Smart.php?id=daai_twn
大愛二台,http://tv543.cc/Smart.php?id=daai2_twn
EYE 旅遊台,http://tv543.cc/Smart.php?id=eyetvtravel_twn
EYE 戲劇台,http://tv543.cc/Smart.php?id=eyetvxiju_twn
亞洲美食,http://tv543.cc/Smart.php?id=afc_twn
美食星球,http://tv543.cc/Smart.php?id=foodplanet_twn
TLC旅遊生活,http://tv543.cc/Smart.php?id=tlc_twn
亞洲旅遊台,http://tv543.cc/Smart.php?id=asiatravel_twn
Arirang,http://tv543.cc/Smart.php?id=arirang_twn
AXN Taiwan,http://tv543.cc/Smart.php?id=axn_twn
MTV Live,http://tv543.cc/Smart.php?id=mtvhd_twn
HBO_HD,http://tv543.cc/Smart.php?id=hbohd_twn
HBO_HITS,http://tv543.cc/Smart.php?id=hbohit_twn
CINEMAX,http://tv543.cc/Smart.php?id=cinemax_twn
好萊塢電影台,http://tv543.cc/Smart.php?id=hollywoodmovies_twn
衛視電影台,http://tv543.cc/Smart.php?id=weishimovie_twn
龍祥時代,http://tv543.cc/Smart.php?id=lungxiangtime_twn
美亞電影,http://tv543.cc/Smart.php?id=meiyamovie_twn
華藝綜合,http://tv543.cc/Smart.php?id=weishichinese_twn
博斯運動一台,http://tv543.cc/Smart.php?id=bosisport1_twn
博斯運動二台,http://tv543.cc/Smart.php?id=bosisport2_twn
博斯高球一台,http://tv543.cc/Smart.php?id=bosigolf1_twn
博斯高球二台,http://tv543.cc/Smart.php?id=bosigolf2_twn
博斯網球檯,http://tv543.cc/Smart.php?id=bositennis_twn
博斯無限台,http://tv543.cc/Smart.php?id=bosiunlimited_twn
好消息 2,http://tv543.cc/Smart.php?id=good2_twn
新加坡,#genre#
Channel 5,http://tv543.cc/Smart.php?id=Channel5HD
Channel 8,http://tv543.cc/Smart.php?id=Channel8HD
Suria,http://tv543.cc/Smart.php?id=Suria
Channel U,http://tv543.cc/Smart.php?id=ChannelU
Vasantham,http://tv543.cc/Smart.php?id=Vasantham
CNA,http://tv543.cc/Smart.php?id=cna
CNA backup,http://tv543.cc/Smart.php?id=cna_twn
MeWatch Ch 5,http://tv543.cc/Smart.php?id=Mewatch_ch5
MeWatch Ch 8,http://tv543.cc/Smart.php?id=Mewatch_ch8
MeWatch Ch U,http://tv543.cc/Smart.php?id=Mewatch_chU
MeWatch Suria,http://tv543.cc/Smart.php?id=Mewatch_Suria
MeWatch Vasantham,http://tv543.cc/Smart.php?id=Mewatch_Vasantham
MeWatch CNA,http://tv543.cc/Smart.php?id=Mewatch_cna
馬來西亞,#genre#
TV1,http://tv543.cc/Smart.php?id=TV1
TV1 backup,http://tv543.cc/Smart.php?id=TV1_backup
TV2,http://tv543.cc/Smart.php?id=TV2
TV3,http://tv543.cc/Smart.php?id=TV3
TV3 SD,http://tv543.cc/Smart.php?id=TV3_mega
NTV7,http://tv543.cc/Smart.php?id=NTV7
TV8,http://tv543.cc/Smart.php?id=TV8
TV9,http://tv543.cc/Smart.php?id=TV9
Ria,http://tv543.cc/Smart.php?id=Ria
Ria-3,http://tv543.cc/Smart.php?id=Ria_backup
Al-Hijrah,http://tv543.cc/Smart.php?id=Alhijrah
Al-Hijrah backup,http://tv543.cc/Smart.php?id=Alhijrah_backup
Awani,http://tv543.cc/Smart.php?id=Awani
Bernama,http://tv543.cc/Smart.php?id=Bernama
Prima,http://tv543.cc/Smart.php?id=Prima
Prima backup,http://tv543.cc/Smart.php?id=AAprima1
Prima backup 2,http://tv543.cc/Smart.php?id=AAprima
Ceria,http://tv543.cc/Smart.php?id=Ceria
Astro MTV,http://tv543.cc/Smart.php?id=AstroMTV
Mecca Live HD,http://tv543.cc/Smart.php?id=quran_mido
Madinah HD,http://tv543.cc/Smart.php?id=sunnah_mido
Oasis,http://tv543.cc/Smart.php?id=Oasis
HBO HD,http://tv543.cc/Smart.php?id=Hbo
HBO Signature,http://tv543.cc/Smart.php?id=Hbosignature
HBO Hits,http://tv543.cc/Smart.php?id=Hbohitshd
NatGeo Wild HD,http://tv543.cc/Smart.php?id=Natgeowild
Cartoon Network,http://tv543.cc/Smart.php?id=Cn
Nickelodeon,http://tv543.cc/Smart.php?id=Nickelodeon
Nick Jr,http://tv543.cc/Smart.php?id=Nickjr
Dreamworks,http://tv543.cc/Smart.php?id=Dreamworks
Siar,http://tv543.cc/Smart.php?id=Siar
Citra,http://tv543.cc/Smart.php?id=AAcitra
Citra backup,http://tv543.cc/Smart.php?id=AAcitra1
Sensasi,http://tv543.cc/Smart.php?id=Sensasi
Aura,http://tv543.cc/Smart.php?id=Aura
Rania,http://tv543.cc/Smart.php?id=Rania
KBS World,http://tv543.cc/Smart.php?id=KBS
Boo,http://tv543.cc/Smart.php?id=Boo
Awesome TV,http://tv543.cc/Smart.php?id=Dsangat
Astro Sonypix,http://tv543.cc/Smart.php?id=Asonypix
Sony HD,http://tv543.cc/Smart.php?id=SetOne
TvN,http://tv543.cc/Smart.php?id=TVN
AEC,http://tv543.cc/Smart.php?id=AEC
華麗台 HD （Wah Lai Toi）,http://tv543.cc/Smart.php?id=Wlt
歡喜台 HD （Hua Hee Tai）,http://tv543.cc/Smart.php?id=Huahee
Astro QJ,http://tv543.cc/Smart.php?id=Quanjia
TVB Jade,http://tv543.cc/Smart.php?id=Tvbjade
TVB Asia,http://tv543.cc/Smart.php?id=Tvbasia
TVB Entertainment,http://tv543.cc/Smart.php?id=Tvbentertainment
TVB Classic,http://tv543.cc/Smart.php?id=Tvbclassic
AOD,http://tv543.cc/Smart.php?id=Aodhd
One,http://tv543.cc/Smart.php?id=One
TVB 星河台 Xing He,http://tv543.cc/Smart.php?id=Xinhe
愛奇藝 iQiyi,http://tv543.cc/Smart.php?id=Qiyi
Animal Planet (Eng),http://tv543.cc/Smart.php?id=AnimalPlanet
tvN Movie,http://tv543.cc/Smart.php?id=Tvnmovie
CNN backup,http://tv543.cc/Smart.php?id=cnn_twn
Celestial Classic,http://tv543.cc/Smart.php?id=Celestial2
CNBC,http://tv543.cc/Smart.php?id=cnbc_twn
TLC,http://tv543.cc/Smart.php?id=Tlc
CNA,http://tv543.cc/Smart.php?id=cna
BBC World News,http://tv543.cc/Smart.php?id=bbcnews_twn
Foodnetwork Hd,http://tv543.cc/Smart.php?id=Foodnetwork
HGTV,http://tv543.cc/Smart.php?id=HGTV
Goshop,http://tv543.cc/Smart.php?id=Goshop
Celestial Movies HD,http://tv543.cc/Smart.php?id=Celestial
Axn HD,http://tv543.cc/Smart.php?id=Axn
Paramount Network,http://tv543.cc/Smart.php?id=Paramountnetwork
Astrol Kplus,http://tv543.cc/Smart.php?id=Kplus
AFC 亞洲旅遊台,http://tv543.cc/Smart.php?id=asiatravel_twn
Rock Actions,http://tv543.cc/Smart.php?id=Rockaction
Bloomberg News,http://tv543.cc/Smart.php?id=bloomberg_twn
Al-Jazeera,http://tv543.cc/Smart.php?id=aljazeera_twn
Rock Entertainment,http://tv543.cc/Smart.php?id=Rockentertain
RTM Sports HD,http://tv543.cc/Smart.php?id=Rtmsport
Arena,http://tv543.cc/Smart.php?id=Arena
Arena 2,http://tv543.cc/Smart.php?id=Arena2
BolaArena 1,http://tv543.cc/Smart.php?id=Bolaarena1
BolaArena 2,http://tv543.cc/Smart.php?id=Bolaarena2
Astro LOL,http://tv543.cc/Smart.php?id=Astro_lol
Astro Rusi,http://tv543.cc/Smart.php?id=Rusi
WION,http://tv543.cc/Smart.php?id=Wion
RTM Asean,http://tv543.cc/Smart.php?id=Rtmasean
印尼,#genre#
TVRI National,http://tv543.cc/Smart.php?id=TVRI
RCTI,http://tv543.cc/Smart.php?id=Rcti
Kompass TV,http://tv543.cc/Smart.php?id=Kompass
Berita Satu,http://tv543.cc/Smart.php?id=BeritaSatu_eko
Indosiar HD,http://tv543.cc/Smart.php?id=Indosiar
AnTV,http://tv543.cc/Smart.php?id=Antv
MNC TV,http://tv543.cc/Smart.php?id=Mnctv
Trans 7,http://tv543.cc/Smart.php?id=Trans7_eko
Transtv,http://tv543.cc/Smart.php?id=Transtv
JTV,http://tv543.cc/Smart.php?id=JTV_eko
Metro TV,http://tv543.cc/Smart.php?id=metrotv_eko
Cinemax,http://tv543.cc/Smart.php?id=Cinemax
SCTV,http://tv543.cc/Smart.php?id=SCTV
Tvone,http://tv543.cc/Smart.php?id=Tvone
TVMU,http://tv543.cc/Smart.php?id=TVMU_eko
GTV,http://tv543.cc/Smart.php?id=Gtv
RTV,http://tv543.cc/Smart.php?id=Rtv
Jak TV,http://tv543.cc/Smart.php?id=JakTV
iNews TV,http://tv543.cc/Smart.php?id=Inewstv
Daai TV,http://tv543.cc/Smart.php?id=DaaiTV
Net TV,http://tv543.cc/Smart.php?id=NetTV
Animax,http://tv543.cc/Smart.php?id=Animax
EWTN,http://tv543.cc/Smart.php?id=Ewtn
AlQuran AlKareem,http://tv543.cc/Smart.php?id=AlQuran
Tawaf TV,http://tv543.cc/Smart.php?id=TawafTV
Vision Prime,http://tv543.cc/Smart.php?id=VisionPrime
Muslim TV,http://tv543.cc/Smart.php?id=MuslimTV
Music TV,http://tv543.cc/Smart.php?id=MusicTV
Lifestyle&amp;Fashion,http://tv543.cc/Smart.php?id=Lifestyle
Entertain,http://tv543.cc/Smart.php?id=Entertain
Hits,http://tv543.cc/Smart.php?id=Hits
Warner TV,http://tv543.cc/Smart.php?id=WarnerTV
SCM,http://tv543.cc/Smart.php?id=Weishimovie
Thrill,http://tv543.cc/Smart.php?id=Thrill
Fight Sports,http://tv543.cc/Smart.php?id=Fs
Hits Movie,http://tv543.cc/Smart.php?id=Hitsmovie
One,http://tv543.cc/Smart.php?id=One
tvN Movie,http://tv543.cc/Smart.php?id=Tvnmovie
Celestial Movies HD,http://tv543.cc/Smart.php?id=Celestialindo
Rock Actions,http://tv543.cc/Smart.php?id=Rockaction
Rock Entertainment,http://tv543.cc/Smart.php?id=Rockentertain
印度,#genre#
Sun TV HD,http://tv543.cc/Smart.php?id=Suntv
Star Vijay,http://tv543.cc/Smart.php?id=Starvijay
Colors Tamil,http://tv543.cc/Smart.php?id=Colorstam
Sun Music,http://tv543.cc/Smart.php?id=Sunmusic
Astro Sunlife,http://tv543.cc/Smart.php?id=Sunlife
Astro Vaanavil,http://tv543.cc/Smart.php?id=Vaanavil
Zee Tamil,http://tv543.cc/Smart.php?id=Zeetamil
Zee Business,http://tv543.cc/Smart.php?id=Zeebusiness
News 18 Tamil,http://tv543.cc/Smart.php?id=news18tamil_raj
Adithya,http://tv543.cc/Smart.php?id=Adithya
Makkal TV,http://tv543.cc/Smart.php?id=Makkaltv
Zee Action,http://tv543.cc/Smart.php?id=Zeeaction
Astro KTV,http://tv543.cc/Smart.php?id=Astroktv
Zee TV HD,http://tv543.cc/Smart.php?id=Zeetvhd
Zee Cinema HD,http://tv543.cc/Smart.php?id=Zeecinemahd
Color HD,http://tv543.cc/Smart.php?id=Colorhd
Starplus HD,http://tv543.cc/Smart.php?id=Starplushd
Picture HD,http://tv543.cc/Smart.php?id=Npicture
Zee News,http://tv543.cc/Smart.php?id=Zeenews
Asianet,http://tv543.cc/Smart.php?id=asianet_raj
Asianet News,http://tv543.cc/Smart.php?id=asianetnews_raj
Discovery World Tamil,http://tv543.cc/Smart.php?id=discoveryworldtam_raj
History Tamil,http://tv543.cc/Smart.php?id=historytam_raj
NatGeo Tamil,http://tv543.cc/Smart.php?id=natgeotamil_raj
Natgeo Wild Tamil,http://tv543.cc/Smart.php?id=natgeowildtamil_raj
Astro Sonypix,http://tv543.cc/Smart.php?id=Asonypix
Discovery Kids Tamil,http://tv543.cc/Smart.php?id=discoverykidtamil_raj
Discovery Tamil,http://tv543.cc/Smart.php?id=discoverytamil_raj
Sony Yay Tamil,http://tv543.cc/Smart.php?id=sonyyaytam_raj
Sun TV India,http://tv543.cc/Smart.php?id=suntv_raj
Starmaa HD,http://tv543.cc/Smart.php?id=starmaa_raj
Starmaa Movies HD,http://tv543.cc/Smart.php?id=starmaamovies_raj
Bollyone,http://tv543.cc/Smart.php?id=Bollyone
Astro Sunmusic,http://tv543.cc/Smart.php?id=Sunmusic
Vijay Super,http://tv543.cc/Smart.php?id=vijaysuper_raj
Vellithirai,http://tv543.cc/Smart.php?id=Vellithirai
泰國,#genre#
Channel 3 Thailand,http://tv543.cc/Smart.php?id=ch3_pat
Channel 5 Thailand,http://tv543.cc/Smart.php?id=ch5_pat
Channel 7 Thailand,http://tv543.cc/Smart.php?id=ch7_pat
MCOT HD Thailand-1,http://tv543.cc/Smart.php?id=mcot_pat
PPTV Thailand1,http://tv543.cc/Smart.php?id=pptv_pat
Thai Thai,http://tv543.cc/Smart.php?id=thaithai_pat
Amarin,http://tv543.cc/Smart.php?id=amarin_pat
Ch 8,http://tv543.cc/Smart.php?id=ch8_pat
GmmOne,http://tv543.cc/Smart.php?id=gmmone_pat
Mono,http://tv543.cc/Smart.php?id=mono_pat
Thairath,http://tv543.cc/Smart.php?id=thairath_pat
tpbs,http://tv543.cc/Smart.php?id=tpbs_pat
Workpoint,http://tv543.cc/Smart.php?id=workpoint_pat
Gmm Channel,http://tv543.cc/Smart.php?id=gmmchannel_pat
Nation,http://tv543.cc/Smart.php?id=nation_pat
Tnn24,http://tv543.cc/Smart.php?id=tnn24_pat
Nbt,http://tv543.cc/Smart.php?id=nbt_pat
New,http://tv543.cc/Smart.php?id=new_pat
TPTV,http://tv543.cc/Smart.php?id=tptv_pat
英國,#genre#
BBC 1,http://tv543.cc/Smart.php?id=bbc1_antik
BBC 2,http://tv543.cc/Smart.php?id=bbc2_antik
CBBC,http://tv543.cc/Smart.php?id=cbbc_antik
More4,http://tv543.cc/Smart.php?id=more4_antik
Freesports,http://tv543.cc/Smart.php?id=freesports_antik
Skynews,http://tv543.cc/Smart.php?id=skynews_twn
Pick TV,http://tv543.cc/Smart.php?id=picktv_antik
itv 1,http://tv543.cc/Smart.php?id=itv1_antik
itv 2,http://tv543.cc/Smart.php?id=itv2_antik
Euronews,http://tv543.cc/Smart.php?id=euronews_antik
Channel 4,http://tv543.cc/Smart.php?id=channel4_antik
NatGeo HD,http://tv543.cc/Smart.php?id=Natgeo
CBeebies,http://tv543.cc/Smart.php?id=Cbeebies
History,http://tv543.cc/Smart.php?id=History
Kids TV,http://tv543.cc/Smart.php?id=KidsTV
France 24,http://tv543.cc/Smart.php?id=france24_twn
DW (Deutsch),http://tv543.cc/Smart.php?id=dw_twn
BBC Earth HD,http://tv543.cc/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,http://tv543.cc/Smart.php?id=bbclifestyle_twn
MTV Live,http://tv543.cc/Smart.php?id=mtvhd_twn
Star Movies HD,http://tv543.cc/Smart.php?id=starmovies_raj
NHK World,http://tv543.cc/Smart.php?id=nhkworld_japan
Warner TV,http://tv543.cc/Smart.php?id=WarnerTV
HBO HD,http://tv543.cc/Smart.php?id=Hbo
NatGeo Wild HD,http://tv543.cc/Smart.php?id=Natgeowild
Nickelodeon,http://tv543.cc/Smart.php?id=Nickelodeon
Nick Jr,http://tv543.cc/Smart.php?id=Nickjr
Thrill,http://tv543.cc/Smart.php?id=Thrill
CGTN,http://tv543.cc/Smart.php?id=CGTN
Hits Movie,http://tv543.cc/Smart.php?id=Hitsmovie
Animal Planet (Eng),http://tv543.cc/Smart.php?id=AnimalPlanet
CNBC,http://tv543.cc/Smart.php?id=cnbc_twn
TLC,http://tv543.cc/Smart.php?id=Tlc
BBC World News,http://tv543.cc/Smart.php?id=bbcworldnews_antik
HGTV,http://tv543.cc/Smart.php?id=HGTV
Axn HD,http://tv543.cc/Smart.php?id=Axn
Skysports F1,http://tv543.cc/Smart.php?id=tiankongf1
Skysports Cricket,http://tv543.cc/Smart.php?id=tiankongcricket
Bloomberg News,http://tv543.cc/Smart.php?id=bloomberg_twn
Skysports EPL,http://tv543.cc/Smart.php?id=tiankongepl
Skysports Main Event,http://tv543.cc/Smart.php?id=tiankongmain
Skysports News,http://tv543.cc/Smart.php?id=tiankongnews
Al-Jazeera,http://tv543.cc/Smart.php?id=aljazeera_twn
電影頻道,#genre#
CCTV6,http://tv543.cc/Smart.php?id=cctv6
AXN Taiwan,http://tv543.cc/Smart.php?id=axn_twn
HBO_HD,http://tv543.cc/Smart.php?id=hbohd_twn
HBO_HITS,http://tv543.cc/Smart.php?id=hbohit_twn
CINEMAX,http://tv543.cc/Smart.php?id=cinemax_twn
好萊塢電影台,http://tv543.cc/Smart.php?id=hollywoodmovies_twn
東森電影,http://tv543.cc/Smart.php?id=ettvmovie
東森洋片,http://tv543.cc/Smart.php?id=ettvwestern
龍華電影,http://tv543.cc/Smart.php?id=xingwei_movie
龍華洋片,http://tv543.cc/Smart.php?id=lunghuawestern_twn
龍祥時代,http://tv543.cc/Smart.php?id=lungxiangtime_twn
美亞電影,http://tv543.cc/Smart.php?id=meiyamovie_twn
衛視電影台,http://tv543.cc/Smart.php?id=weishimovie_twn
天映頻道,http://tv543.cc/Smart.php?id=Celestial
天映頻道,http://tv543.cc/Smart.php?id=Celestialindo
天映經典,http://tv543.cc/Smart.php?id=Celestial2
Animax,http://tv543.cc/Smart.php?id=Animax
Movies Now HD,http://tv543.cc/Smart.php?id=moviesnow_raj
Star Movies HD,http://tv543.cc/Smart.php?id=starmovies_raj
Hits,http://tv543.cc/Smart.php?id=Hits
Warner TV,http://tv543.cc/Smart.php?id=WarnerTV
HBO HD,http://tv543.cc/Smart.php?id=Hbo
HBO Signature,http://tv543.cc/Smart.php?id=Hbosignature
HBO Family,http://tv543.cc/Smart.php?id=Hbofamily
HBO Hits,http://tv543.cc/Smart.php?id=Hbohitshd
Cinemax,http://tv543.cc/Smart.php?id=Cinemax
Dreamworks,http://tv543.cc/Smart.php?id=Dreamworks
SCM,http://tv543.cc/Smart.php?id=Weishimovie
Thrill,http://tv543.cc/Smart.php?id=Thrill
Hits Movie,http://tv543.cc/Smart.php?id=Hitsmovie
One,http://tv543.cc/Smart.php?id=One
tvN Movie,http://tv543.cc/Smart.php?id=Tvnmovie
Axn HD,http://tv543.cc/Smart.php?id=Axn
Paramount Network,http://tv543.cc/Smart.php?id=Paramountnetwork
Astrol Kplus,http://tv543.cc/Smart.php?id=Kplus
Rock Actions,http://tv543.cc/Smart.php?id=Rockaction
Rock Entertainment,http://tv543.cc/Smart.php?id=Rockentertain
紀錄頻道,#genre#
Natgeo_HD,http://tv543.cc/Smart.php?id=natgeohd_twn
NatGeo_Wild HD,http://tv543.cc/Smart.php?id=natgeowild_twn
Animal_Planet,http://tv543.cc/Smart.php?id=animalplanet_twn
Discovery Asia,http://tv543.cc/Smart.php?id=discoverytwn_twn
CI,http://tv543.cc/Smart.php?id=ci_twn
Asia Travel,http://tv543.cc/Smart.php?id=asiatravel_twn
Discovery HD,http://tv543.cc/Smart.php?id=discoveryhd_twn
亞洲美食,http://tv543.cc/Smart.php?id=afc_twn
美食星球,http://tv543.cc/Smart.php?id=foodplanet_twn
亞洲TLC,http://tv543.cc/Smart.php?id=tlc_twn
NatGeo HD,http://tv543.cc/Smart.php?id=Natgeo
Fashion TV,http://tv543.cc/Smart.php?id=fashiontv_twn
History,http://tv543.cc/Smart.php?id=History
BBC Earth HD,http://tv543.cc/Smart.php?id=bbcearth_twn
BBC Earth Lifestyle,http://tv543.cc/Smart.php?id=bbclifestyle_twn
MTV Live,http://tv543.cc/Smart.php?id=mtvhd_twn
NatGeo Wild HD,http://tv543.cc/Smart.php?id=Natgeowild
Animal Planet (Eng),http://tv543.cc/Smart.php?id=AnimalPlanet
TLC,http://tv543.cc/Smart.php?id=Tlc
Foodnetwork Hd,http://tv543.cc/Smart.php?id=Foodnetwork
HGTV,http://tv543.cc/Smart.php?id=HGTV
亞洲旅遊台,http://tv543.cc/Smart.php?id=asiatravel_twn
新聞頻道,#genre#
Skynews,http://tv543.cc/Smart.php?id=skynews_twn
ABC News,http://tv543.cc/Smart.php?id=abcnews_glo
東森財經新聞,http://tv543.cc/Smart.php?id=ettvcaijing_twn
CBS HD,http://tv543.cc/Smart.php?id=cbshd_glo
CBSN HD,http://tv543.cc/Smart.php?id=cbsn_glo
France 24,http://tv543.cc/Smart.php?id=france24_twn
DW (Deutsch),http://tv543.cc/Smart.php?id=dw_twn
NHK World,http://tv543.cc/Smart.php?id=nhkworld_japan
Fox News,http://tv543.cc/Smart.php?id=foxnews_twn
CGTN,http://tv543.cc/Smart.php?id=CGTN
CNN International,http://tv543.cc/Smart.php?id=Cnn
CNN backup,http://tv543.cc/Smart.php?id=cnn_twn
CNBC,http://tv543.cc/Smart.php?id=cnbc_twn
CNA,http://tv543.cc/Smart.php?id=cna
BBC World News,http://tv543.cc/Smart.php?id=bbcnews_twn
BBC World News,http://tv543.cc/Smart.php?id=Bbcnews
Bloomberg News,http://tv543.cc/Smart.php?id=bloomberg_twn
Al-Jazeera,http://tv543.cc/Smart.php?id=aljazeera_twn
兒童頻道,#genre#
Baby TV Eng,http://tv543.cc/Smart.php?id=Babytv
CBeebies,http://tv543.cc/Smart.php?id=Cbeebies
Kids TV,http://tv543.cc/Smart.php?id=KidsTV
Momo TV,http://tv543.cc/Smart.php?id=momo1_twn
Animax,http://tv543.cc/Smart.php?id=Animax
Baby TV,http://tv543.cc/Smart.php?id=babytv_twn
MiaoMi,http://tv543.cc/Smart.php?id=MiaoMi
靖天卡通,http://tv543.cc/Smart.php?id=jingtiancartoon_twn
東森幼幼,http://tv543.cc/Smart.php?id=yoyo_twn
Cartoon Network,http://tv543.cc/Smart.php?id=Cn
Nickelodeon,http://tv543.cc/Smart.php?id=Nickelodeon
Nick Jr,http://tv543.cc/Smart.php?id=Nickjr
體育頻道,#genre#
Astro Premier League 1,http://tv543.cc/Smart.php?id=go_assp1
Astro EPL 1 backup,http://tv543.cc/Smart.php?id=go_assp1x
Astro Premier League 2,http://tv543.cc/Smart.php?id=go_assp2
Astro Grandstand,http://tv543.cc/Smart.php?id=go_assp3
Astro Football,http://tv543.cc/Smart.php?id=go_assp4
Astro Sports Plus,http://tv543.cc/Smart.php?id=go_sportsplus
Astro Badminton 1,http://tv543.cc/Smart.php?id=go_badminton1
Astro Badminton 2,http://tv543.cc/Smart.php?id=go_badminton2
Astro W-Sports,http://tv543.cc/Smart.php?id=go_assp5
Supersports 1,http://tv543.cc/Smart.php?id=Assp1
Supersports 2,http://tv543.cc/Smart.php?id=Assp2
Supersports 3,http://tv543.cc/Smart.php?id=Assp3
Supersports 4,http://tv543.cc/Smart.php?id=Assp4
WWE,http://tv543.cc/Smart.php?id=Wwe
Fight Sports,http://tv543.cc/Smart.php?id=Fs
NBA TV,http://tv543.cc/Smart.php?id=Nba
Astro Cricket,http://tv543.cc/Smart.php?id=Acricket
Astro Golf,http://tv543.cc/Smart.php?id=Agolf
Tnt Sports 1,http://tv543.cc/Smart.php?id=6fac0aaead
TNT Sports 2,http://tv543.cc/Smart.php?id=d9a76a79cc
TNT Sports 3,http://tv543.cc/Smart.php?id=5fea4d73db
TNT Sports 4,http://tv543.cc/Smart.php?id=tntsport4
Sony Ten 1,http://tv543.cc/Smart.php?id=ten1_raj
Sony Ten 2,http://tv543.cc/Smart.php?id=ten2_raj
Sony Ten 3,http://tv543.cc/Smart.php?id=ten3_raj
SPOTV 1 HD,http://tv543.cc/Smart.php?id=go_spotv
SPO TV 2,http://tv543.cc/Smart.php?id=go_spotv2
Skysports F1,http://tv543.cc/Smart.php?id=tiankongf1
Skysports Cricket,http://tv543.cc/Smart.php?id=tiankongcricket
Skysports EPL,http://tv543.cc/Smart.php?id=tiankongepl
